observed_ratings,stage,user_id,precision@10,recall@10,ndcg@10,ap@10
0,popularity,363,0.4,0.031746031746031744,0.49828993591603105,0.2988095238095238
0,popularity,369,0.2,0.13333333333333333,0.31488013066763093,0.15
0,popularity,371,0.2,0.05,0.28952298823485745,0.125
0,popularity,372,0.2,0.03389830508474576,0.15176219107803537,0.04523809523809523
0,popularity,378,0.8,0.045454545454545456,0.841492960259019,0.716111111111111
0,popularity,380,0.5,0.07352941176470588,0.6168295842361274,0.4291666666666666
0,popularity,382,0.1,0.041666666666666664,0.11004588314904008,0.03333333333333333
0,popularity,386,0.1,0.08333333333333333,0.22009176629808017,0.1
0,popularity,390,0.6,0.2727272727272727,0.557780405761987,0.38749999999999996
0,popularity,393,0.5,0.025252525252525252,0.6025064803817581,0.40499999999999997
0,popularity,397,0.5,0.07246376811594203,0.5766882048947064,0.37976190476190474
0,popularity,402,0.6,0.1276595744680851,0.7116179486056782,0.5583333333333333
0,popularity,408,0.2,0.125,0.15850703974098102,0.04857142857142857
0,popularity,415,0.1,0.05,0.13886244387355454,0.05
0,popularity,421,0.2,0.046511627906976744,0.33013764944712026,0.16666666666666666
0,popularity,425,0.5,0.07462686567164178,0.5619107241149828,0.3488095238095238
0,popularity,431,0.3,0.3333333333333333,0.2454087053392529,0.0962962962962963
0,popularity,434,0.3,0.11538461538461539,0.20641593223508903,0.06928571428571428
0,popularity,437,0.3,0.019736842105263157,0.424926013816671,0.24166666666666664
0,popularity,456,0.2,0.017857142857142856,0.3589542101716347,0.2
0,popularity,460,0.2,0.0625,0.1884441521277154,0.06666666666666667
0,popularity,461,0.1,0.125,0.15958907712489634,0.0625
0,popularity,462,0.4,0.16666666666666666,0.34445239307233994,0.17063492063492064
0,popularity,464,0.5,0.11904761904761904,0.5837154733670049,0.3726984126984127
0,popularity,476,0.2,0.046511627906976744,0.13961814555374907,0.0365079365079365
0,popularity,484,0.7,0.06363636363636363,0.7381919257729245,0.5541666666666667
0,popularity,488,0.5,0.0625,0.6051399156371955,0.4105555555555555
0,popularity,490,0.2,0.1111111111111111,0.31488013066763093,0.15
0,popularity,491,0.3,0.13636363636363635,0.32730659600126993,0.16666666666666666
0,popularity,494,0.7,0.21875,0.7183424120903081,0.5416666666666667
0,popularity,495,0.5,0.034722222222222224,0.52129606290272,0.29285714285714287
0,popularity,501,0.4,0.08,0.34181895781690264,0.16619047619047617
0,popularity,502,0.1,0.07142857142857142,0.07336392209936005,0.014285714285714285
0,popularity,521,0.3,0.0625,0.4537425745411855,0.275
